idImpianto;descCarburante;prezzo;isSelf;dtComu
3464;Benzina;1.601;0;17/01/2016 14:00:09
3464;Benzina;1.509;1;17/01/2016 14:00:09
3464;Gasolio;1.397;0;17/01/2016 14:00:09
3464;Gasolio;1.305;1;17/01/2016 14:00:09
3464;Metano;1.008;0;17/01/2016 14:00:09
3464;GPL;0.684;0;17/01/2016 14:00:09
3464;Excellium Diesel;1.385;1;17/01/2016 14:00:09
3467;Benzina;1.586;0;13/01/2016 10:15:51
3467;Benzina;1.486;1;13/01/2016 10:15:51
3467;Gasolio;1.380;0;13/01/2016 10:15:51
3467;Gasolio;1.280;1;13/01/2016 10:15:51
3467;Metano;1.034;0;13/01/2016 10:15:51
3467;GPL;0.636;0;13/01/2016 10:15:51
3467;Blue Super;1.736;0;13/01/2016 10:15:51
3467;Blue Super;1.636;1;13/01/2016 10:15:51
3467;Blue Diesel;1.480;0;13/01/2016 10:15:51
3467;Blue Diesel;1.380;1;13/01/2016 10:15:51
3467;Gasolio Alpino;1.380;0;13/01/2016 10:15:51
3467;Gasolio Alpino;1.280;1;13/01/2016 10:15:51
3468;Benzina;1.551;0;24/11/2015 09:56:04
3468;Benzina;1.551;1;24/11/2015 09:56:04
3468;Gasolio;1.425;0;24/11/2015 09:56:04
3468;Gasolio;1.425;1;24/11/2015 09:56:04
3468;GPL;0.634;0;24/11/2015 09:56:04
3468;Excellium Diesel;1.505;0;24/11/2015 09:56:04
3468;Excellium Diesel;1.505;1;24/11/2015 09:56:04
3470;Benzina;1.925;0;18/01/2016 11:45:18
3470;Benzina;1.815;1;18/01/2016 11:45:18
3470;Gasolio;1.665;0;18/01/2016 11:45:18
3470;Gasolio;1.555;1;18/01/2016 11:45:18
3470;Blue Super;2.075;0;18/01/2016 11:45:18
3470;Blue Super;1.965;1;18/01/2016 11:45:18
3470;Blue Diesel;1.765;0;18/01/2016 11:45:18
3470;Blue Diesel;1.655;1;18/01/2016 11:45:18
3471;Benzina;1.409;1;16/01/2016 09:00:08
3471;Gasolio;1.210;1;16/01/2016 09:00:08
3471;Metano;1.026;0;16/01/2016 09:00:08
3471;GPL;0.689;0;16/01/2016 09:00:08
3471;Excellium Diesel;1.330;1;16/01/2016 09:00:08
3472;Benzina;1.649;0;16/01/2016 20:15:26
3472;Benzina;1.579;1;16/01/2016 20:15:26
3472;Gasolio;1.419;0;16/01/2016 20:15:26
3472;Gasolio;1.349;1;16/01/2016 20:15:26
3472;GPL;0.679;0;16/01/2016 20:15:26
3472;Benzina WR 100;1.769;0;16/01/2016 20:15:26
3472;Benzina WR 100;1.699;1;16/01/2016 20:15:26
3473;Benzina;1.699;0;16/01/2016 10:02:35
3473;Benzina;1.429;1;16/01/2016 10:02:35
3473;Gasolio;1.479;0;16/01/2016 10:02:35
3473;Gasolio;1.209;1;16/01/2016 10:02:35
3473;Metano;1.000;0;16/01/2016 10:02:35
3473;GPL;0.589;0;16/01/2016 10:02:35
3473;Gasolio Premium;1.609;0;16/01/2016 10:02:35
3473;Gasolio Premium;1.339;1;16/01/2016 10:02:35
3473;Gasolio artico;1.609;0;16/01/2016 10:02:35
3473;Gasolio artico;1.339;1;16/01/2016 10:02:35
3474;Benzina;1.686;0;12/01/2016 07:30:07
3474;Benzina;1.535;1;12/01/2016 07:30:07
3474;Gasolio;1.457;0;12/01/2016 07:30:07
3474;Gasolio;1.271;1;12/01/2016 07:30:07
3474;Excellium Diesel;1.351;1;12/01/2016 07:30:07
3479;Benzina;1.876;0;24/06/2015 19:40:08
3479;Benzina;1.840;1;24/06/2015 19:40:08
3479;Gasolio;1.707;0;24/06/2015 19:40:08
3479;Gasolio;1.671;1;24/06/2015 19:40:08
3479;GPL;0.749;0;24/06/2015 19:40:08
3479;Excellium Diesel;1.804;0;24/06/2015 19:40:08
3479;Excellium Diesel;1.768;1;24/06/2015 19:40:08
3481;Benzina;1.896;0;24/06/2015 19:42:01
3481;Benzina;1.860;1;24/06/2015 19:42:01
3481;Gasolio;1.727;0;24/06/2015 19:42:01
3481;Gasolio;1.691;1;24/06/2015 19:42:01
3481;GPL;0.749;0;24/06/2015 19:42:01
3481;Excellium Diesel;1.804;0;24/06/2015 19:42:01
3481;Excellium Diesel;1.768;1;24/06/2015 19:42:01
3482;Benzina;1.409;1;15/01/2016 14:36:44
3482;Gasolio;1.189;1;15/01/2016 14:36:44
3482;Metano;1.130;0;15/01/2016 14:36:44
3482;GPL;0.644;0;15/01/2016 14:36:44
3482;Hi-Q Diesel;1.389;1;15/01/2016 14:36:44
3483;Benzina;1.664;1;15/01/2016 14:36:46
3483;Gasolio;1.438;1;15/01/2016 14:36:46
3483;GPL;0.669;0;15/01/2016 14:36:46
3483;Hi-Q Diesel;1.638;1;15/01/2016 14:36:46
3484;Benzina;1.664;1;15/01/2016 14:36:45
3484;Gasolio;1.438;1;15/01/2016 14:36:45
3484;Hi-Q Diesel;1.638;1;15/01/2016 14:36:45
3485;Benzina;1.690;1;15/01/2016 14:36:45
3485;Gasolio;1.464;1;15/01/2016 14:36:45
3485;Hi-Q Diesel;1.664;1;15/01/2016 14:36:45
3486;Benzina;1.599;0;18/01/2016 06:30:09
3486;Benzina;1.499;1;18/01/2016 06:30:09
3486;Gasolio;1.449;0;18/01/2016 06:30:09
3486;Gasolio;1.309;1;18/01/2016 06:30:09
3486;Excellium Diesel;1.529;0;18/01/2016 06:30:09
3486;Excellium Diesel;1.389;1;18/01/2016 06:30:09
3487;Benzina;1.774;0;11/01/2016 15:41:20
3487;Benzina;1.734;1;11/01/2016 15:41:20
3487;Gasolio;1.583;0;11/01/2016 15:41:20
3487;Gasolio;1.543;1;11/01/2016 15:41:20
3487;Benzina Plus 98;1.937;0;11/01/2016 15:41:20
3487;Gasolio Oro Diesel;1.663;0;11/01/2016 15:41:20
3487;Gasolio Oro Diesel;1.623;1;11/01/2016 15:41:20
3488;Benzina;1.817;0;11/01/2016 16:00:10
3488;Benzina;1.777;1;11/01/2016 16:00:10
3488;Gasolio;1.639;0;11/01/2016 16:00:10
3488;Gasolio;1.599;1;11/01/2016 16:00:10
3488;GPL;0.834;0;11/01/2016 16:00:10
3488;Excellium Diesel;1.719;0;11/01/2016 16:00:10
3488;Excellium Diesel;1.679;1;11/01/2016 16:00:10
3489;Benzina;1.615;1;18/01/2016 13:00:10
3489;Gasolio;1.457;1;18/01/2016 13:00:10
3489;GPL;0.724;0;18/01/2016 13:00:10
3492;Benzina;1.578;1;15/01/2016 14:06:55
3492;Gasolio;1.381;1;15/01/2016 14:06:55
3493;Benzina;1.574;0;17/01/2016 11:51:08
3493;Benzina;1.496;1;17/01/2016 11:51:08
3493;Gasolio;1.344;0;17/01/2016 11:51:08
3493;Gasolio;1.262;1;17/01/2016 11:51:08
3493;Metano;1.129;0;17/01/2016 11:51:08
3493;GPL;0.652;0;17/01/2016 11:51:08
3493;Blue Super;1.724;0;17/01/2016 11:51:08
3493;Blue Super;1.676;1;17/01/2016 11:51:08
3493;Blue Diesel;1.404;0;17/01/2016 11:51:08
3493;Blue Diesel;1.362;1;17/01/2016 11:51:08
3493;Gasolio Alpino;1.404;0;17/01/2016 11:51:08
3493;Gasolio Alpino;1.362;1;17/01/2016 11:51:08
3495;Benzina;1.671;0;18/01/2016 10:20:40
3495;Benzina;1.643;1;18/01/2016 10:20:40
3495;Gasolio;1.486;0;18/01/2016 10:20:40
3495;Gasolio;1.458;1;18/01/2016 10:20:40
3498;Benzina;1.617;0;18/01/2016 06:49:57
3498;Benzina;1.581;1;18/01/2016 06:49:57
3498;Gasolio;1.418;0;18/01/2016 06:49:57
3498;Gasolio;1.382;1;18/01/2016 06:49:57
3498;GPL;0.711;0;18/01/2016 06:49:57
3498;Excellium Diesel;1.498;0;18/01/2016 06:49:57
3498;Excellium Diesel;1.462;1;18/01/2016 06:49:57
3499;Benzina;1.779;0;15/01/2016 09:07:02
3499;Benzina;1.549;1;15/01/2016 09:07:02
3499;Gasolio;1.559;0;15/01/2016 09:07:02
3499;Gasolio;1.309;1;15/01/2016 09:07:02
3499;GPL;0.648;0;15/01/2016 09:07:02
3499;Hi-Q Diesel;1.759;0;15/01/2016 09:07:02
3499;Hi-Q Diesel;1.509;1;15/01/2016 09:07:02
3500;Benzina;1.442;1;16/01/2016 06:30:06
3500;Gasolio;1.248;1;16/01/2016 06:30:06
3500;Metano;1.009;0;16/01/2016 06:30:06
3500;GPL;0.605;0;16/01/2016 06:30:06
3500;Blue Super;1.612;1;16/01/2016 06:30:06
3500;Blue Diesel;1.348;1;16/01/2016 06:30:06
3502;Benzina;1.649;0;18/01/2016 10:08:46
3502;Benzina;1.407;1;18/01/2016 10:08:46
3502;Gasolio;1.494;0;18/01/2016 10:08:46
3502;Gasolio;1.252;1;18/01/2016 10:08:46
3502;Gasolio Premium;1.607;0;18/01/2016 10:08:46
3502;Gasolio Premium;1.362;1;18/01/2016 10:08:46
3503;Benzina;1.642;0;18/01/2016 09:21:08
3503;Benzina;1.535;1;18/01/2016 09:21:08
3503;Gasolio;1.448;0;18/01/2016 09:21:08
3503;Gasolio;1.341;1;18/01/2016 09:21:08
3503;Metano;1.065;0;18/01/2016 09:21:08
3503;GPL;0.644;0;18/01/2016 09:21:08
3503;Blue Super;1.792;0;18/01/2016 09:21:08
3503;Blue Super;1.685;1;18/01/2016 09:21:08
3503;Blue Diesel;1.548;0;18/01/2016 09:21:08
3503;Blue Diesel;1.441;1;18/01/2016 09:21:08
3506;Benzina;1.689;0;16/01/2016 10:21:10
3506;Benzina;1.663;1;16/01/2016 10:21:10
3506;Gasolio;1.519;0;16/01/2016 10:21:10
3506;Gasolio;1.493;1;16/01/2016 10:21:10
3506;GPL;0.699;0;16/01/2016 10:21:10
3506;Hi-Q Diesel;1.719;0;16/01/2016 10:21:10
3506;Hi-Q Diesel;1.693;1;16/01/2016 10:21:10
3506;Gasolio artico;1.719;0;16/01/2016 10:21:10
3506;Gasolio artico;1.693;1;16/01/2016 10:21:10
3507;Benzina;1.660;0;15/01/2016 10:33:35
3507;Benzina;1.635;1;15/01/2016 10:33:35
3507;Gasolio;1.465;0;15/01/2016 10:33:35
3507;Gasolio;1.440;1;15/01/2016 10:33:35
3508;Benzina;1.794;0;14/01/2016 09:19:45
3508;Benzina;1.674;1;14/01/2016 09:19:45
3508;Gasolio;1.578;0;14/01/2016 09:19:45
3508;Gasolio;1.458;1;14/01/2016 09:19:45
3508;GPL;0.694;0;14/01/2016 09:19:45
3508;Hi-Q Diesel;1.778;0;14/01/2016 09:19:45
3508;Hi-Q Diesel;1.658;1;14/01/2016 09:19:45
3510;Benzina;1.655;0;15/01/2016 12:13:38
3510;Benzina;1.615;1;15/01/2016 12:13:38
3510;Gasolio;1.514;0;15/01/2016 12:13:38
3510;Gasolio;1.474;1;15/01/2016 12:13:38
3510;GPL;0.699;0;15/01/2016 12:13:38
3510;Gasolio Oro Diesel;1.594;0;15/01/2016 12:13:38
3510;Gasolio Oro Diesel;1.554;1;15/01/2016 12:13:38
3511;Benzina;1.708;0;15/01/2016 17:00:10
3511;Benzina;1.468;1;15/01/2016 17:00:10
3511;Gasolio;1.464;0;15/01/2016 17:00:10
3511;Gasolio;1.272;1;15/01/2016 17:00:10
3511;Hi-Q Diesel;1.504;1;15/01/2016 17:00:10
3512;Benzina;1.479;1;16/01/2016 06:30:06
3512;Gasolio;1.409;1;16/01/2016 06:30:06
3512;Hi-Q Diesel;1.417;1;16/01/2016 06:30:06
3513;Benzina;1.639;0;19/01/2016 07:30:09
3513;Benzina;1.439;1;19/01/2016 07:30:09
3513;Gasolio;1.409;0;19/01/2016 07:30:09
3513;Gasolio;1.209;1;19/01/2016 07:30:09
3513;Hi-Q Diesel;1.414;1;19/01/2016 07:30:09
3514;Benzina;1.699;0;11/01/2016 16:30:07
3514;Benzina;1.569;1;11/01/2016 16:30:07
3514;Gasolio;1.569;0;11/01/2016 16:30:07
3514;Gasolio;1.399;1;11/01/2016 16:30:07
3514;GPL;0.749;0;11/01/2016 16:30:07
3514;Excellium Diesel;1.669;1;11/01/2016 16:30:07
3515;Benzina;1.649;0;18/01/2016 14:00:09
3515;Benzina;1.449;1;18/01/2016 14:00:09
3515;Gasolio;1.414;0;18/01/2016 14:00:09
3515;Gasolio;1.214;1;18/01/2016 14:00:09
3515;Hi-Q Diesel;1.414;1;18/01/2016 14:00:09
3516;Benzina;1.559;1;18/01/2016 06:00:05
3516;Gasolio;1.329;1;18/01/2016 06:00:05
3517;Benzina;1.468;1;19/01/2016 07:00:06
3517;Gasolio;1.230;1;19/01/2016 07:00:06
3517;Hi-Q Diesel;1.430;1;19/01/2016 07:00:06
3518;Benzina;1.560;0;12/01/2016 15:40:01
3518;Benzina;1.453;1;12/01/2016 15:40:01
3518;Gasolio;1.386;0;12/01/2016 15:40:01
3518;Gasolio;1.279;1;12/01/2016 15:40:01
3518;GPL;0.644;0;12/01/2016 15:40:01
3518;Blue Diesel;1.486;0;12/01/2016 15:40:01
3518;Blue Diesel;1.379;1;12/01/2016 15:40:01
3519;Benzina;1.734;0;01/12/2015 13:19:35
3519;Benzina;1.704;1;01/12/2015 13:19:35
3519;Gasolio;1.624;0;01/12/2015 13:19:35
3519;Gasolio;1.594;1;01/12/2015 13:19:35
3519;Hi-Q Diesel;1.824;0;01/12/2015 13:19:35
3519;Hi-Q Diesel;1.794;1;01/12/2015 13:19:35
3520;Benzina;1.639;0;18/01/2016 09:01:00
3520;Benzina;1.599;1;18/01/2016 09:01:00
3520;Gasolio;1.439;0;18/01/2016 09:01:00
3520;Gasolio;1.399;1;18/01/2016 09:01:00
3520;GPL;0.689;0;18/01/2016 09:01:00
3521;Benzina;1.638;0;09/01/2016 09:46:52
3521;Benzina;1.531;1;09/01/2016 09:46:52
3521;Gasolio;1.406;0;09/01/2016 09:46:52
3521;Gasolio;1.299;1;09/01/2016 09:46:52
3521;GPL;0.640;0;09/01/2016 09:46:52
3521;Blue Super;1.788;0;09/01/2016 09:46:52
3521;Blue Super;1.681;1;09/01/2016 09:46:52
3521;Blue Diesel;1.506;0;09/01/2016 09:46:52
3521;Blue Diesel;1.399;1;09/01/2016 09:46:52
3522;Benzina;1.691;0;18/01/2016 16:41:55
3522;Benzina;1.558;1;18/01/2016 16:41:55
3522;Gasolio;1.462;0;18/01/2016 16:41:55
3522;Gasolio;1.329;1;18/01/2016 16:41:55
3522;GPL;0.659;0;18/01/2016 16:41:55
3522;Blue Super;1.841;0;18/01/2016 16:41:55
3522;Blue Super;1.708;1;18/01/2016 16:41:55
3522;Blue Diesel;1.562;0;18/01/2016 16:41:55
3522;Blue Diesel;1.429;1;18/01/2016 16:41:55
3522;Gasolio Alpino;1.462;0;18/01/2016 16:41:55
3522;Gasolio Alpino;1.329;1;18/01/2016 16:41:55
3523;Benzina;1.649;1;17/01/2016 22:07:04
3523;Gasolio;1.449;1;17/01/2016 22:07:04
3523;Benzina WR 100;1.799;0;17/01/2016 22:07:04
3523;Benzina WR 100;1.769;1;17/01/2016 22:07:04
3524;Benzina;1.579;1;19/01/2016 07:30:12
3524;Gasolio;1.349;1;19/01/2016 07:30:12
3524;GPL;0.659;0;19/01/2016 07:30:12
3525;Benzina;1.609;0;07/01/2016 15:08:34
3525;Benzina;1.569;1;07/01/2016 15:08:34
3525;Gasolio;1.429;0;07/01/2016 15:08:34
3525;Gasolio;1.389;1;07/01/2016 15:08:34
3525;GPL;0.619;0;07/01/2016 15:08:34
3526;Benzina;1.593;0;16/01/2016 10:21:42
3526;Benzina;1.486;1;16/01/2016 10:21:42
3526;Gasolio;1.352;0;16/01/2016 10:21:42
3526;Gasolio;1.245;1;16/01/2016 10:21:42
3526;GPL;0.627;0;16/01/2016 10:21:42
3526;Blue Super;1.636;0;16/01/2016 10:21:42
3526;Blue Super;1.636;1;16/01/2016 10:21:42
3526;Blue Diesel;1.452;0;16/01/2016 10:21:42
3526;Blue Diesel;1.345;1;16/01/2016 10:21:42
3527;Benzina;1.439;1;18/01/2016 09:45:50
3527;Gasolio;1.169;1;18/01/2016 09:45:50
3527;GPL;0.644;0;18/01/2016 09:45:50
3527;Excellium Diesel;1.249;1;18/01/2016 09:45:50
3528;Benzina;1.565;1;18/01/2016 18:30:07
3528;Gasolio;1.336;1;18/01/2016 18:30:07
3528;GPL;0.649;0;18/01/2016 18:30:07
3528;Excellium Diesel;1.445;1;18/01/2016 18:30:07
3529;Benzina;1.556;0;18/01/2016 17:13:27
3529;Benzina;1.444;1;18/01/2016 17:13:27
3529;Gasolio;1.330;0;18/01/2016 17:13:27
3529;Gasolio;1.218;1;18/01/2016 17:13:27
3529;GPL;0.587;0;18/01/2016 17:13:27
3529;Blue Super;1.731;0;18/01/2016 17:13:27
3529;Blue Super;1.619;1;18/01/2016 17:13:27
3529;Blue Diesel;1.440;0;18/01/2016 17:13:27
3529;Blue Diesel;1.328;1;18/01/2016 17:13:27
3530;Benzina;1.656;0;19/01/2016 07:02:35
3530;Benzina;1.536;1;19/01/2016 07:02:35
3530;Gasolio;1.462;0;19/01/2016 07:02:35
3530;Gasolio;1.342;1;19/01/2016 07:02:35
3530;GPL;0.627;0;19/01/2016 07:02:35
3530;Blue Super;1.761;0;19/01/2016 07:02:35
3530;Blue Super;1.661;1;19/01/2016 07:02:35
3530;Blue Diesel;1.562;0;19/01/2016 07:02:35
3530;Blue Diesel;1.442;1;19/01/2016 07:02:35
3531;Benzina;1.698;0;16/01/2016 15:00:17
3531;Benzina;1.518;1;16/01/2016 15:00:17
3531;Gasolio;1.498;0;16/01/2016 15:00:17
3531;Gasolio;1.318;1;16/01/2016 15:00:17
3531;GPL;0.649;0;16/01/2016 15:00:17
3531;Benzina WR 100;1.818;0;16/01/2016 15:00:17
3531;Benzina WR 100;1.638;1;16/01/2016 15:00:17
3533;Benzina;1.575;0;16/01/2016 14:04:40
3533;Benzina;1.429;1;16/01/2016 14:04:40
3533;Gasolio;1.386;0;16/01/2016 14:04:40
3533;Gasolio;1.225;1;16/01/2016 14:04:40
3533;Excellium Diesel;1.466;0;16/01/2016 14:04:40
3533;Excellium Diesel;1.305;1;16/01/2016 14:04:40
3535;Benzina;1.598;0;18/01/2016 07:30:08
3535;Benzina;1.513;1;18/01/2016 07:30:08
3535;Gasolio;1.370;0;18/01/2016 07:30:08
3535;Gasolio;1.299;1;18/01/2016 07:30:08
3535;GPL;0.664;0;18/01/2016 07:30:08
3535;Excellium Diesel;1.465;0;18/01/2016 07:30:08
3535;Excellium Diesel;1.390;1;18/01/2016 07:30:08
3537;Benzina;0.001;0;17/01/2016 15:30:08
3537;Benzina;1.433;1;17/01/2016 15:30:08
3537;Gasolio;0.001;0;17/01/2016 15:30:08
3537;Gasolio;1.264;1;17/01/2016 15:30:08
3537;GPL;0.632;0;17/01/2016 15:30:08
3537;Gasolio Premium;0.001;0;17/01/2016 15:30:08
3537;Gasolio Premium;0.001;1;17/01/2016 15:30:08
3539;Benzina;1.603;0;17/01/2016 03:30:06
3539;Benzina;1.563;1;17/01/2016 03:30:06
3539;Gasolio;1.367;0;17/01/2016 03:30:06
3539;Gasolio;1.327;1;17/01/2016 03:30:06
3539;Blue Super;1.713;1;17/01/2016 03:30:06
3539;Blue Diesel;1.427;1;17/01/2016 03:30:06
3540;Benzina;1.691;0;15/01/2016 09:38:23
3540;Benzina;1.569;1;15/01/2016 09:38:23
3540;Gasolio;1.496;0;15/01/2016 09:38:23
3540;Gasolio;1.374;1;15/01/2016 09:38:23
3540;Blue Super;1.841;0;15/01/2016 09:38:23
3540;Blue Super;1.719;1;15/01/2016 09:38:23
3540;Blue Diesel;1.596;0;15/01/2016 09:38:23
3540;Blue Diesel;1.474;1;15/01/2016 09:38:23
3543;Benzina;1.740;0;18/01/2016 10:45:34
3543;Benzina;1.439;1;18/01/2016 10:45:34
3543;Gasolio;1.549;0;18/01/2016 10:45:34
3543;Gasolio;1.233;1;18/01/2016 10:45:34
3543;GPL;0.714;0;18/01/2016 10:45:34
3543;Excellium Diesel;1.639;0;18/01/2016 10:45:34
3543;Excellium Diesel;1.348;1;18/01/2016 10:45:34
3544;Benzina;1.562;0;18/01/2016 19:00:08
3544;Benzina;1.408;1;18/01/2016 19:00:08
3544;Gasolio;1.407;0;18/01/2016 19:00:08
3544;Gasolio;1.204;1;18/01/2016 19:00:08
3544;GPL;0.587;0;18/01/2016 19:00:08
3544;Gasolio Premium;1.369;1;18/01/2016 19:00:08
3546;Benzina;1.490;1;18/01/2016 18:30:06
3546;Gasolio;1.637;0;18/01/2016 18:30:06
3546;Gasolio;1.294;1;18/01/2016 18:30:06
3546;Gasolio Premium;1.737;0;18/01/2016 18:30:06
3546;Gasolio Premium;1.644;1;18/01/2016 18:30:06
3547;Benzina;1.625;0;13/01/2016 16:30:10
3547;Benzina;1.435;1;13/01/2016 16:30:10
3547;Gasolio;1.432;0;13/01/2016 16:30:10
3547;Gasolio;1.189;1;13/01/2016 16:30:10
3547;GPL;0.566;0;13/01/2016 16:30:10
3547;Gasolio Premium;1.309;1;13/01/2016 16:30:10
3548;Benzina;1.534;1;18/01/2016 22:00:06
3548;Gasolio;1.344;1;18/01/2016 22:00:06
3548;Gasolio Premium;1.464;1;18/01/2016 22:00:06
3549;Benzina;1.613;0;18/01/2016 16:00:08
3549;Benzina;1.430;1;18/01/2016 16:00:08
3549;Gasolio;1.417;0;18/01/2016 16:00:08
3549;Gasolio;1.229;1;18/01/2016 16:00:08
3549;GPL;0.576;0;18/01/2016 16:00:08
3549;Gasolio Premium;1.354;1;18/01/2016 16:00:08
3550;Benzina;1.622;0;16/01/2016 22:30:06
3550;Benzina;1.429;1;16/01/2016 22:30:06
3550;Gasolio;1.422;0;16/01/2016 22:30:06
3550;Gasolio;1.239;1;16/01/2016 22:30:06
3550;Gasolio Premium;1.369;1;16/01/2016 22:30:06
3551;Benzina;1.569;1;18/01/2016 17:30:10
3551;Gasolio;1.309;1;18/01/2016 17:30:10
3551;Benzina WR 100;1.699;1;18/01/2016 17:30:10
3552;Benzina;1.607;0;16/01/2016 14:30:06
3552;Benzina;1.424;1;16/01/2016 14:30:06
3552;Gasolio;1.420;0;16/01/2016 14:30:06
3552;Gasolio;1.237;1;16/01/2016 14:30:06
3552;Gasolio Premium;1.357;1;16/01/2016 14:30:06
3553;Benzina;1.387;1;18/01/2016 19:30:06
3553;Gasolio;1.194;1;18/01/2016 19:30:06
3553;GPL;0.597;0;18/01/2016 19:30:06
3554;Benzina;1.439;1;18/01/2016 16:30:07
3554;Gasolio;1.145;1;18/01/2016 16:30:07
3554;Gasolio Premium;1.505;1;18/01/2016 16:30:07
3555;Benzina;1.429;1;13/01/2016 16:00:06
3555;Gasolio;1.239;1;13/01/2016 16:00:06
3555;Gasolio Premium;1.359;1;13/01/2016 16:00:06
3558;Benzina;1.439;1;11/01/2016 15:24:50
3558;Gasolio;1.244;1;11/01/2016 15:24:50
3558;GPL;0.606;0;11/01/2016 15:24:50
3559;Benzina;1.613;0;18/01/2016 15:03:02
3559;Benzina;1.550;1;18/01/2016 15:03:02
3559;Gasolio;1.372;0;18/01/2016 15:03:02
3559;Gasolio;1.309;1;18/01/2016 15:03:02
3559;GPL;0.606;0;18/01/2016 15:03:02
3559;Gasolio Premium;1.492;0;18/01/2016 15:03:02
3559;Gasolio Premium;1.429;1;18/01/2016 15:03:02
3560;Benzina;1.548;0;18/01/2016 15:49:16
3560;Benzina;1.434;1;18/01/2016 15:49:16
3560;Gasolio;1.359;0;18/01/2016 15:49:16
3560;Gasolio;1.245;1;18/01/2016 15:49:16
3560;GPL;0.639;0;18/01/2016 15:49:16
3560;Excellium Diesel;1.439;0;18/01/2016 15:49:16
3560;Excellium Diesel;1.325;1;18/01/2016 15:49:16
3561;Benzina;1.567;0;19/01/2016 00:29:23
3561;Benzina;1.384;1;19/01/2016 00:29:23
3561;Gasolio;1.412;0;19/01/2016 00:29:23
3561;Gasolio;1.229;1;19/01/2016 00:29:23
3561;GPL;0.568;0;19/01/2016 00:29:23
3561;Gasolio Premium;1.532;0;19/01/2016 00:29:23
3561;Gasolio Premium;1.349;1;19/01/2016 00:29:23
3562;Benzina;1.576;0;14/01/2016 14:53:05
3562;Benzina;1.423;1;14/01/2016 14:53:05
3562;Gasolio;1.422;0;14/01/2016 14:53:05
3562;Gasolio;1.229;1;14/01/2016 14:53:05
3562;GPL;0.627;0;14/01/2016 14:53:05
3562;Gasolio Premium;1.542;0;14/01/2016 14:53:05
3562;Gasolio Premium;1.339;1;14/01/2016 14:53:05
3563;Benzina;1.595;0;13/01/2016 19:05:20
3563;Benzina;1.532;1;13/01/2016 19:05:20
3563;Gasolio;1.430;0;13/01/2016 19:05:20
3563;Gasolio;1.217;1;13/01/2016 19:05:20
3563;GPL;0.589;0;13/01/2016 19:05:20
3563;Gasolio Premium;1.550;0;13/01/2016 19:05:20
3563;Gasolio Premium;1.487;1;13/01/2016 19:05:20
3565;Benzina;1.608;0;19/01/2016 00:00:11
3565;Benzina;1.560;1;19/01/2016 00:00:11
3565;Gasolio;1.371;0;19/01/2016 00:00:11
3565;Gasolio;1.323;1;19/01/2016 00:00:11
3565;GPL;0.649;0;19/01/2016 00:00:11
3565;Excellium Diesel;1.451;0;19/01/2016 00:00:11
3565;Excellium Diesel;1.403;1;19/01/2016 00:00:11
3566;Benzina;1.638;0;12/01/2016 10:39:18
3566;Benzina;1.445;1;12/01/2016 10:39:18
3566;Gasolio;1.442;0;12/01/2016 10:39:18
3566;Gasolio;1.199;1;12/01/2016 10:39:18
3566;GPL;0.566;0;12/01/2016 10:39:18
3566;Gasolio Premium;1.562;0;12/01/2016 10:39:18
3566;Gasolio Premium;1.319;1;12/01/2016 10:39:18
3567;Benzina;1.399;1;15/01/2016 14:03:28
3567;Gasolio;1.199;1;15/01/2016 14:03:28
3568;Benzina;1.661;0;17/01/2016 10:32:53
3568;Benzina;1.621;1;17/01/2016 10:32:53
3568;Gasolio;1.475;0;17/01/2016 10:32:53
3568;Gasolio;1.435;1;17/01/2016 10:32:53
3568;Benzina Shell V Power;1.911;0;17/01/2016 10:32:53
3568;Benzina Shell V Power;1.871;1;17/01/2016 10:32:53
3568;Diesel Shell V Power;1.665;0;17/01/2016 10:32:53
3568;Diesel Shell V Power;1.625;1;17/01/2016 10:32:53
3569;Benzina;1.729;0;18/01/2016 17:00:30
3569;Benzina;1.624;1;18/01/2016 17:00:30
3569;Gasolio;1.499;0;18/01/2016 17:00:30
3569;Gasolio;1.399;1;18/01/2016 17:00:30
3569;GPL;0.659;0;18/01/2016 17:00:30
3569;Blue Super;1.879;0;18/01/2016 17:00:30
3569;Blue Super;1.779;1;18/01/2016 17:00:30
3569;Blue Diesel;1.599;0;18/01/2016 17:00:30
3569;Blue Diesel;1.499;1;18/01/2016 17:00:30
3571;Benzina;1.679;0;03/12/2015 16:54:26
3571;Benzina;1.589;1;03/12/2015 16:54:26
3571;Gasolio;1.569;0;03/12/2015 16:54:26
3571;Gasolio;1.479;1;03/12/2015 16:54:26
3573;Benzina;1.699;0;16/01/2016 09:27:14
3573;Benzina;1.653;1;16/01/2016 09:27:14
3573;Gasolio;1.514;0;16/01/2016 09:27:14
3573;Gasolio;1.468;1;16/01/2016 09:27:14
3573;GPL;0.674;0;16/01/2016 09:27:14
3573;Hi-Q Diesel;1.704;0;16/01/2016 09:27:14
3573;Hi-Q Diesel;1.668;1;16/01/2016 09:27:14
3574;Benzina;1.594;0;18/01/2016 12:36:17
3574;Benzina;1.532;1;18/01/2016 12:36:17
3574;Gasolio;1.382;0;18/01/2016 12:36:17
3574;Gasolio;1.320;1;18/01/2016 12:36:17
3574;GPL;0.667;0;18/01/2016 12:36:17
3574;Blue Super;1.744;0;18/01/2016 12:36:17
3574;Blue Super;1.682;1;18/01/2016 12:36:17
